id,elevation,mindate,maxdate,latitude,name,datacoverage,elevationUnit,longitude,location_id_state
COOP:121315,241.1,1943-09-01,1949-01-01,39.7,"CARTERSBURG, IN US",0.9685,METERS,-86.46667,IA
COOP:121326,251.2,1999-03-01,2015-11-01,39.8801,"CASTLETON 2 S, IN US",0.9998,METERS,-86.0514,IA
COOP:121415,213.4,1948-07-01,2005-05-31,40.66278,"CHALMERS, IN US",0.9231,METERS,-86.88139,IA
COOP:121417,219.5,1991-12-01,2015-11-01,40.6653,"CHALMERS 5 W, IN US",0.9965,METERS,-86.955,IA
COOP:121425,167.6,1962-06-01,2001-06-01,38.65,"CHARLESTOWN, IN US",0.936,METERS,-85.7,IA
COOP:121615,143.9,2010-10-01,2015-11-01,38.7396,"CLIFTY CREEK, IN US",1.0,METERS,-85.4214,IA
COOP:121626,139.0,1953-11-01,1994-01-30,39.65639,"CLINTON, IN US",0.998,METERS,-87.39528,IA
COOP:121628,184.4,1994-04-01,2011-11-01,39.6593,"CLINTON 2 W, IN US",0.9998,METERS,-87.4393,IA
COOP:121647,253.0,1994-10-01,2006-11-01,39.5386,"CLOVERDALE 4 WNW, IN US",1.0,METERS,-86.8522,IA
COOP:121719,192.0,1907-12-01,1970-07-01,40.92386,"RENSSELAER, IN US",0.9934,METERS,-87.17539,IA
COOP:121734,271.0,1886-10-01,1963-08-01,41.15,"COLUMBIA CITY, IN US",0.6945,METERS,-85.48333,IA
COOP:121739,254.2,1948-07-01,2015-11-01,41.1452,"COLUMBIA CITY, IN US",0.8146,METERS,-85.4898,IA
COOP:121747,185.6,1887-02-01,2015-11-01,39.166,"COLUMBUS, IN US",0.9884,METERS,-85.9227,IA
COOP:121752,193.5,1948-07-01,2014-01-01,39.2106,"COLUMBUS UTILITIES, IN US",0.9231,METERS,-85.8883,IA
COOP:121814,217.9,1971-01-01,2015-11-01,38.218,"CORYDON, IN US",0.9931,METERS,-86.1183,IA
COOP:121841,150.9,1925-09-01,1962-10-01,40.1397,"COVINGTON 1 WNW, IN US",0.9709,METERS,-87.4066,IA
COOP:121843,189.0,1962-10-01,1981-11-01,40.11667,"COVINGTON 4 SW, IN US",0.9999,METERS,-87.45,IA
COOP:121869,222.5,1942-06-01,2007-10-01,38.8725,"CRANE NSA, IN US",0.9758,METERS,-86.8349,IA
COOP:121873,254.8,1982-08-01,2015-11-01,40.0028,"CRAWFORDSVILLE 6 SE, IN US",0.975,METERS,-86.8011,IA
COOP:121877,228.9,1948-07-01,1960-05-01,40.05,"CRAWFORDSVILLE, IN US",0.6667,METERS,-86.91667,IA
COOP:121882,203.9,1892-11-01,1987-02-01,40.04889,"CRAWFORDSVILLE POWER PLANT, IN US",0.8842,METERS,-86.89972,IA
COOP:121929,170.7,1971-01-01,2014-01-01,38.7908,"CROTHERSVILLE, IN US",0.0283,METERS,-85.8483,IA
COOP:121940,212.1,1992-01-01,2015-11-01,41.4388,"CROWN POINT 1 N, IN US",0.9721,METERS,-87.3545,IA
COOP:121952,223.1,1958-01-01,1975-06-01,41.16667,"CULVER EXPERIMENT FA, IN US",0.9953,METERS,-86.46667,IA
COOP:121998,113.1,1931-01-01,1975-06-01,37.83333,"CYPRESS DAM 48, IN US",0.9795,METERS,-87.66667,IA
COOP:122039,262.1,1953-01-01,1983-07-01,39.76667,"DANVILLE, IN US",0.0527,METERS,-86.51667,IA
COOP:122041,291.4,1999-09-01,2015-11-01,39.7344,"DANVILLE 3 SW, IN US",1.0,METERS,-86.5361,IA
COOP:122096,239.3,1931-09-01,2015-11-01,40.8483,"DECATUR 1 N, IN US",0.9723,METERS,-84.9299,IA
COOP:122106,139.9,1931-01-01,1951-11-01,38.51667,"DECKER, IN US",0.255,METERS,-87.51667,IA
COOP:122149,169.5,1887-02-01,2010-12-01,40.615,"DELPHI, IN US",0.9859,METERS,-86.666,IA
COOP:122161,199.6,1992-07-01,2003-07-01,41.20833,"DEMOTTE WASTEWATER, IN US",1.0,METERS,-87.2175,IA
COOP:122184,193.5,1991-12-01,2011-12-01,38.7997,"DEPUTY 1 WNW, IN US",0.9958,METERS,-85.6724,IA
COOP:122309,210.3,1955-01-01,2015-11-01,38.4558,"DUBOIS S IN FORAGE FARM, IN US",0.9836,METERS,-86.6983,IA
COOP:122549,167.6,1904-02-01,1983-04-01,38.8672,"FREELANDVILLE, IN US",0.6772,METERS,-87.3083,IA
COOP:122586,244.1,1902-10-01,1912-06-01,41.7,"ELKHART, IN US",0.9317,METERS,-85.93333,IA
COOP:122589,225.9,1950-12-01,1978-02-01,41.68333,"ELKHART, IN US",0.9573,METERS,-85.96667,IA
COOP:122594,228.6,1996-08-01,2015-11-01,41.6778,"ELKHART, IN US",0.957,METERS,-86.0022,IA
COOP:122605,203.9,1920-02-01,2015-11-01,39.0313,"ELLISTON, IN US",0.9852,METERS,-86.9371,IA
COOP:122620,146.3,2009-02-01,2015-11-01,38.8701,"ELNORA, IN US",0.9885,METERS,-87.0917,IA
COOP:122638,264.0,1948-06-01,2013-12-01,40.2873,"ELWOOD, IN US",0.9682,METERS,-85.8453,IA
COOP:122645,238.0,1906-12-01,1983-07-01,39.53333,"EMINENCE, IN US",0.9738,METERS,-86.63333,IA
COOP:122660,155.4,1969-07-01,2005-07-01,38.27889,"ENGLISH, IN US",0.9815,METERS,-86.46833,IA
COOP:122673,200.9,1948-07-01,1949-12-01,41.05,"ENOS 2 N, IN US",0.998,METERS,-87.45,IA
COOP:122725,131.1,1931-01-01,1977-01-01,38.0,"EVANS LANDING, IN US",0.9796,METERS,-86.0,IA
COOP:122731,114.0,1949-11-01,2015-11-01,37.965,"EVANSVILLE MUSEUM, IN US",0.9181,METERS,-87.57305,IA
COOP:122732,134.1,2002-01-01,2002-05-01,38.00444,"EVANSVILLE 3 NE, IN US",1.0,METERS,-87.51917,IA
COOP:122738,121.9,1948-07-01,2015-11-01,38.0441,"EVANSVILLE REGIONAL AIRPORT, IN US",0.9963,METERS,-87.5205,IA
COOP:122813,174.0,1899-02-01,1952-02-01,39.25,"FARMERSBURG, IN US",0.9782,METERS,-87.38333,IA
COOP:122814,167.0,1992-01-01,2015-11-01,39.2425,"FARMERSBURG TV 2, IN US",0.9966,METERS,-87.3905,IA
COOP:122816,271.3,1971-01-01,2012-12-01,38.9756,"FARMERS RETREAT, IN US",0.996,METERS,-85.1028,IA
COOP:122825,294.1,1887-02-01,2015-11-01,40.2538,"FARMLAND 5 NNW, IN US",0.7575,METERS,-85.1484,IA
COOP:122882,243.8,1994-10-01,2003-08-01,39.98444,"FISHERS 2 N, IN US",0.9999,METERS,-86.02028,IA
COOP:122931,208.8,1997-05-01,2015-11-01,40.5537,"FLORA, IN US",0.9955,METERS,-86.522,IA
COOP:123021,257.6,2014-01-01,2015-11-01,41.2017,"FORT WAYNE, IN US",0.9144,METERS,-85.1569,IA
COOP:123022,231.6,1948-08-01,1948-08-01,41.0816,"FORT WAYNE MAUMEE, IN US",0.9819,METERS,-85.1147,IA
COOP:123024,249.0,1931-01-01,1946-04-01,41.08333,"FORT WAYNE CITY, IN US",1.0,METERS,-85.16667,IA
COOP:123027,225.6,1946-05-01,1990-07-01,41.1,"FORT WAYNE DISP PLANT, IN US",0.902,METERS,-85.11667,IA
COOP:123032,225.6,1948-08-01,1948-08-01,41.11667,"FORT WAYNE ST JOSEPH, IN US",0.9819,METERS,-85.13333,IA
COOP:123037,241.1,1897-02-01,2015-11-01,40.9705,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",0.6712,METERS,-85.2063,IA
COOP:123057,249.9,1948-07-01,1960-03-01,40.61667,"FOWLER WATERWORKS, IN US",0.8718,METERS,-87.31667,IA
COOP:123062,249.9,1927-11-01,1973-05-01,40.61667,"FOWLER, IN US",0.9741,METERS,-87.31667,IA
COOP:123066,216.4,1989-07-01,1999-07-01,40.63389,"FOWLER 10 W, IN US",0.9587,METERS,-87.49194,IA
COOP:123078,207.3,1990-08-01,2015-11-01,40.9843,"FRANCESVILLE, IN US",0.9671,METERS,-86.8871,IA
COOP:123082,251.2,1914-01-01,2015-11-01,40.2986,"FRANKFORT DISPOSAL, IN US",0.9878,METERS,-86.5066,IA
COOP:123087,259.1,1948-07-01,1980-06-01,40.28333,"FRANKFORT, IN US",0.8162,METERS,-86.5,IA
COOP:123091,219.5,1993-05-01,2015-11-01,39.4684,"FRANKLIN WWTP, IN US",0.9889,METERS,-86.04121,IA
COOP:123093,227.1,2012-01-01,2015-11-01,39.489,"FRANKLIN 1 W, IN US",1.0,METERS,-86.073,IA
COOP:123095,235.0,1887-02-01,1971-06-21,39.51667,"FRANKLIN 2 NNE, IN US",0.607,METERS,-86.06667,IA
COOP:123104,167.6,1983-05-01,2014-01-01,38.8672,"FREELANDVILLE, IN US",0.9998,METERS,-87.3083,IA
COOP:123134,310.9,1950-05-01,1977-01-01,41.73333,"FREMONT, IN US",0.8814,METERS,-84.95,IA
COOP:123146,223.4,2006-06-01,2015-11-01,38.5947,"FRENCH LICK 3 N, IN US",0.8158,METERS,-86.6129,IA
COOP:123206,268.2,1960-12-01,2015-11-01,41.3415,"GARRETT, IN US",1.0,METERS,-85.1292,IA
COOP:123207,265.2,1989-02-01,2015-11-01,41.3366,"GARRETT 1 S, IN US",1.0,METERS,-85.1198,IA
COOP:123213,182.9,1936-07-01,1978-12-01,41.61667,"GARY, IN US",0.9843,METERS,-87.38333,IA
COOP:123413,253.0,1948-07-01,1961-10-29,41.5333,"GOSHEN MUNICIPAL AIRPORT, IN US",0.981,METERS,-85.7833,IA
COOP:123414,253.0,2012-01-01,2015-11-01,41.5333,"GOSHEN MUNICIPAL AIRPORT, IN US",1.0,METERS,-85.7833,IA
COOP:123418,266.7,1914-06-01,2015-11-01,41.5575,"GOSHEN 3 SW, IN US",0.9877,METERS,-85.8825,IA
COOP:123497,124.1,2001-11-01,2009-01-01,37.9541,"GRANDVIEW, IN US",0.9882,METERS,-86.9858,IA
COOP:123501,136.2,2009-07-01,2015-11-01,39.1312,"GRAYSVILLE 5 WNW, IN US",0.9999,METERS,-87.6402,IA
COOP:123513,224.0,1895-09-01,2012-12-01,39.644,"GREENCASTLE 1 E, IN US",0.9112,METERS,-86.8766,IA
COOP:123527,264.9,1903-11-01,2015-11-01,39.7858,"GREENFIELD, IN US",0.9911,METERS,-85.7611,IA
COOP:123532,267.9,1948-07-01,1957-05-01,39.78333,"GREENFIELD HIGHWAY G, IN US",0.5385,METERS,-85.78333,IA
COOP:123547,285.6,1896-06-01,2015-11-01,39.3475,"GREENSBURG, IN US",0.984,METERS,-85.4891,IA
COOP:123650,182.3,1891-12-01,1919-03-01,41.56667,"HAMMOND, IN US",0.9697,METERS,-87.5,IA
COOP:123714,259.1,1973-03-01,2014-01-01,38.1975,"HARRISON CRAWFORD S F, IN US",0.0347,METERS,-86.2686,IA
COOP:123777,281.6,1948-07-01,2015-11-01,40.4355,"HARTFORD CITY 4 ESE, IN US",0.8109,METERS,-85.2891,IA
COOP:123863,121.9,1934-12-01,1949-01-01,38.5,"HAZELTON GRAVEL PLAN, IN US",0.9526,METERS,-87.53333,IA
COOP:123868,197.2,1991-12-01,2001-12-01,41.26,"HEBRON 4 S, IN US",0.9997,METERS,-87.19972,IA
COOP:123915,180.1,1912-03-01,1970-12-01,38.56667,"HENRYVILLE STATE FOR, IN US",0.9929,METERS,-85.76667,IA
COOP:124008,195.1,1902-03-01,2000-06-01,41.54222,"HOBART 2 WNW, IN US",0.811,METERS,-87.28806,IA
COOP:124113,267.9,1905-11-01,1953-07-01,41.71667,"HOWE MILITARY SCHOOL, IN US",0.9791,METERS,-85.41667,IA
COOP:124168,159.1,1887-02-01,1957-09-01,38.26667,"HUNTINGBURG AIRPORT, IN US",0.7666,METERS,-86.95,IA
COOP:124176,244.1,1893-04-01,1979-04-01,40.88333,"HUNTINGTON, IN US",0.972,METERS,-85.5,IA
COOP:124181,221.0,1948-07-01,2015-11-01,40.8555,"HUNTINGTON, IN US",0.5711,METERS,-85.498,IA
COOP:124216,149.0,1948-11-01,1950-01-01,39.16667,"HYMERA, IN US",0.6727,METERS,-87.3,IA
COOP:124244,207.3,1989-06-01,2015-11-01,41.63178,"INDIANA DUNES NATIONAL LAKESHORE, IN US",0.9937,METERS,-87.08803,IA
COOP:124249,249.3,1992-03-01,2015-11-01,39.90746,"INDIANAPOLIS EAGLE CREEK 4 NNE, IN US",0.9789,METERS,-86.28911,IA
COOP:124254,238.0,1942-05-01,1949-04-01,39.88333,"INDIANAPOLIS HOL PAR, IN US",0.9999,METERS,-86.16667,IA
COOP:124259,241.1,1948-01-01,2015-11-01,39.72517,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",0.9963,METERS,-86.28168,IA
COOP:124260,240.8,2011-01-01,2015-11-01,39.7067,"INDIANAPOLIS NWFO, IN US",1.0,METERS,-86.2807,IA
COOP:124264,242.0,1948-07-01,1964-02-01,39.76667,"INDIANAPOLIS MONUMENT CITY, IN US",0.9826,METERS,-86.16667,IA
COOP:124266,211.8,1954-10-01,1991-04-29,39.7825,"INDIANAPOLIS RIVERSIDE, IN US",0.0411,METERS,-86.18528,IA
COOP:124267,225.9,1956-06-01,1978-02-01,39.85,"INDIANAPOLIS FALL CR, IN US",0.9886,METERS,-86.11667,IA
COOP:124272,257.6,1951-11-01,2012-12-01,39.7164,"INDIANAPOLIS SE SIDE, IN US",0.9931,METERS,-86.0678,IA
COOP:124286,213.7,1991-05-01,2014-01-01,39.76902,"INDIANAPOLIS ZOO, IN US",1.0,METERS,-86.18497,IA
COOP:124300,139.3,2008-01-01,2011-12-01,38.1233,"INGLEFIELD 3 NE, IN US",0.8542,METERS,-87.5319,IA
COOP:124356,293.2,1953-01-01,2015-11-01,39.9237,"JAMESTOWN 2 E, IN US",0.8758,METERS,-86.5984,IA
COOP:124364,187.5,1948-07-01,1997-05-01,39.16667,"JASONVILLE 1 E, IN US",0.3334,METERS,-87.18333,IA
COOP:124372,137.2,1893-04-01,2014-12-01,38.3856,"JASPER, IN US",0.4825,METERS,-86.9406,IA
COOP:124382,139.9,1888-12-01,1973-12-01,38.28333,"JEFFERSONVILLE, IN US",0.9706,METERS,-85.75,IA
COOP:124407,134.1,1930-06-01,1980-04-01,38.26667,"JOHNSON EXPERIMENT F, IN US",0.8625,METERS,-87.75,IA
COOP:124492,305.1,1947-05-01,1972-04-01,41.45,"KENDALLVILLE, IN US",0.9499,METERS,-85.25,IA
COOP:124497,301.8,1948-07-01,2015-11-01,41.4499,"KENDALLVILLE, IN US",0.0766,METERS,-85.2272,IA
COOP:124527,211.8,1939-09-01,2009-03-01,40.75917,"KENTLAND, IN US",0.9386,METERS,-87.43528,IA
COOP:124550,228.6,1977-06-01,1991-05-01,41.08333,"KEWANNA 7 NW, IN US",1.0,METERS,-86.51667,IA
COOP:124613,230.1,1998-11-01,2015-11-01,41.53693,"KINGSBURY 1 N, IN US",1.0,METERS,-86.70209,IA
COOP:124642,303.9,1896-04-01,2011-12-01,39.8075,"KNIGHTSTOWN 2 ENE, IN US",0.5644,METERS,-85.4877,IA
COOP:124657,210.3,1897-04-01,2015-11-01,41.3053,"KNOX WWTP, IN US",0.3125,METERS,-86.6285,IA
COOP:124662,250.5,1892-09-01,2015-11-01,40.4582,"KOKOMO 3 WSW, IN US",0.8885,METERS,-86.1758,IA
COOP:124667,248.1,1946-05-01,2015-11-01,40.4614,"KOKOMO 5 WSW, IN US",0.5629,METERS,-86.2122,IA
COOP:124715,223.1,1954-03-01,2015-11-01,40.2963,"LAFAYETTE 8 S, IN US",0.9919,METERS,-86.9027,IA
COOP:124729,267.9,1948-07-01,1962-06-01,41.65,"LAGRANGE, IN US",0.7103,METERS,-85.43333,IA
COOP:124730,274.3,1962-01-01,2015-11-01,41.6474,"LAGRANGE, IN US",0.9351,METERS,-85.4121,IA
COOP:124737,253.0,1948-07-01,1958-03-01,40.86667,"LAGRO 3 NE, IN US",0.4872,METERS,-85.7,IA
COOP:124778,205.7,2003-03-01,2015-11-01,41.08586,"LAKE VILLAGE 7 SE, IN US",0.9932,METERS,-87.38331,IA
COOP:124782,256.3,1948-07-01,2015-11-01,41.5269,"LAKEVILLE, IN US",0.4116,METERS,-86.2692,IA
COOP:124788,260.6,1995-04-01,2004-11-01,41.56028,"LAKEVILLE 7 NNE, IN US",0.991,METERS,-86.15806,IA
COOP:124832,262.1,1995-04-01,2015-11-01,40.0113,"LAPEL 4 S, IN US",0.9596,METERS,-85.8436,IA
COOP:124837,246.6,1897-04-01,2015-11-01,41.6116,"LAPORTE, IN US",0.9937,METERS,-86.7297,IA
COOP:124880,142.0,1993-04-01,1999-09-01,39.09167,"LAWRENCEBURG, IN US",0.9872,METERS,-84.85556,IA
COOP:124900,128.0,1931-01-01,1973-02-01,38.18333,"LEAVENWORTH DAM 44, KY US",0.974,METERS,-86.33333,IA
COOP:124902,215.8,2011-01-01,2015-11-01,38.215,"LEAVENWORTH 2 NW, IN US",1.0,METERS,-86.3661,IA
COOP:124908,282.9,1948-07-01,2014-01-01,40.0516,"LEBANON WATER WORKS, IN US",0.8206,METERS,-86.475,IA
COOP:124910,281.9,1997-03-01,2015-11-01,40.0505,"LEBANON 6 W, IN US",0.9999,METERS,-86.5744,IA
COOP:124918,256.0,1992-05-01,1999-12-01,41.33056,"LEESBURG 4 E, IN US",0.9997,METERS,-85.78194,IA
COOP:124973,334.4,1948-07-01,2014-01-01,39.8201,"LEWISVILLE, IN US",0.9488,METERS,-85.3242,IA
COOP:124977,192.0,2002-06-01,2011-12-01,38.675,"LEXINGTON 3 N, IN US",0.965,METERS,-85.60333,IA
COOP:125050,301.8,1961-02-01,2007-06-01,39.5903,"LIBERTY 3 SSE, IN US",0.9858,METERS,-84.9208,IA
COOP:125055,282.2,1991-12-01,2005-01-01,41.43111,"LIGONIER 2 S, IN US",0.9996,METERS,-85.58972,IA
COOP:125072,249.9,2013-01-01,2014-12-01,40.1586,"LINDEN 2 S, IN US",1.0,METERS,-86.905,IA
COOP:125117,182.9,1887-02-01,2015-11-01,40.7477,"LOGANSPORT CICOTT ST., IN US",0.8797,METERS,-86.3877,IA
COOP:125122,192.0,1955-12-01,1990-02-01,40.75,"LOGANSPORT RADIO WSA, IN US",0.983,METERS,-86.35,IA
COOP:125174,202.7,1963-07-01,2015-11-01,41.2647,"LOWELL, IN US",0.9968,METERS,-87.4178,IA
COOP:125212,164.9,1948-07-01,1977-01-01,38.25,"LYNNVILLE 3 N, IN US",0.7948,METERS,-87.3,IA
COOP:125217,225.6,1976-04-01,1988-12-01,39.96667,"LYNNWOOD FARMS, IN US",0.9932,METERS,-86.05,IA
COOP:125237,140.2,1893-04-01,2015-11-01,38.7369,"MADISON SEWAGE PLANT, IN US",0.9667,METERS,-85.3941,IA
COOP:125322,176.8,1887-02-01,2013-12-01,38.3755,"MARENGO, IN US",0.4931,METERS,-86.3397,IA
COOP:125337,240.8,1886-02-01,2015-11-01,40.58,"MARION 2 N, IN US",0.9744,METERS,-85.6586,IA
COOP:125381,146.0,1887-02-01,1959-06-01,38.78333,"MARKLAND DAM 39, IN US",0.984,METERS,-84.96667,IA
COOP:125394,215.8,2002-01-01,2015-11-01,39.8438,"MARSHALL, IN US",1.0,METERS,-87.1875,IA
COOP:125397,221.9,1993-04-01,1995-05-28,39.81667,"MARSHALL 2 SSW, IN US",1.0,METERS,-87.2,IA
COOP:125407,180.4,1923-01-01,2015-11-01,39.4039,"MARTINSVILLE 2 SW, IN US",0.9803,METERS,-86.4531,IA
COOP:125412,259.1,1948-07-01,1962-02-01,39.33333,"MARTINSVILLE STATE F, IN US",0.8718,METERS,-86.41667,IA
COOP:125435,320.0,1887-02-01,1948-09-01,39.61667,"MAUZY, IN US",0.9974,METERS,-85.33333,IA
COOP:125485,152.4,1993-03-01,2006-12-01,38.1108,"MCCUTCHANVILLE 4 N, IN US",0.9997,METERS,-87.5325,IA
COOP:125535,211.8,1948-07-01,2015-11-01,41.1588,"MEDARYVILLE, IN US",0.1434,METERS,-86.9013,IA
COOP:125541,159.7,1991-12-01,2010-03-01,38.7913,"MEDORA, IN US",1.0,METERS,-86.2096,IA
COOP:125562,146.3,1995-11-01,2008-11-01,39.0446,"MEROM 2 ESE, IN US",0.9999,METERS,-87.529,IA
COOP:125576,201.2,2003-09-01,2003-11-01,41.47861,"MERRILLVILLE 2 W, IN US",0.669,METERS,-87.37556,IA
COOP:125607,198.1,1959-06-01,1971-12-01,41.7,"MICHIGAN CITY, IN US",0.9998,METERS,-86.81667,IA
COOP:125613,286.5,1992-06-01,2013-12-01,40.063,"MIDDLETOWN 2 W, IN US",0.9806,METERS,-85.5777,IA
COOP:125656,302.1,1955-05-01,1961-11-01,39.11667,"MILAN WATERWORKS, IN US",0.9235,METERS,-85.13333,IA
COOP:125658,297.2,1989-05-01,2002-08-01,39.16194,"MILAN 5 NE, IN US",0.9935,METERS,-85.05167,IA
COOP:125700,199.6,1991-12-01,2013-12-01,38.7894,"MITCHELL, IN US",0.8791,METERS,-86.3963,IA
COOP:125815,242.3,1940-06-01,2000-08-01,40.98667,"MONROEVILLE 1 NW, IN US",0.9737,METERS,-84.88361,IA
COOP:125827,157.9,1948-07-01,1995-12-01,39.79417,"MONTEZUMA, IN US",0.1123,METERS,-87.37056,IA
COOP:125829,154.2,2000-07-01,2006-07-01,39.7886,"MONTEZUMA 1 SE, IN US",0.9863,METERS,-87.3638,IA
COOP:125837,208.8,1910-08-01,2002-11-01,40.755,"MONTICELLO, IN US",0.9946,METERS,-86.76222,IA
COOP:125873,299.0,1902-02-01,1959-12-01,39.11667,"MOORES HILL, IN US",0.9914,METERS,-85.1,IA
COOP:125888,204.8,1997-02-01,2015-11-01,40.958,"MOROCCO, IN US",0.9826,METERS,-87.4777,IA
COOP:125897,200.9,1949-12-01,1957-10-01,40.96667,"MOROCCO WATERWORKS, IN US",0.811,METERS,-87.45,IA
COOP:125923,269.7,1992-01-01,2015-11-01,39.6484,"MORRISTOWN 2 SE, IN US",0.9652,METERS,-85.678,IA
COOP:126001,108.8,1887-02-01,2015-11-01,37.9286,"MOUNT VERNON, IN US",0.9774,METERS,-87.8955,IA
COOP:126018,289.9,1887-02-01,1962-09-01,40.13333,"MUNCIE 4 SE, IN US",0.6179,METERS,-85.35,IA
