id,elevation,mindate,maxdate,latitude,name,datacoverage,elevationUnit,longitude,location_id_state
COOP:300505,451.1,1976-01-01,1981-03-01,42.66667,"BEAVER MEADOW, NY US",1.0,METERS,-78.38333,NY
COOP:300511,131.1,1931-01-01,1977-04-01,41.23333,"BEDFORD HILLS, NY US",0.9767,METERS,-73.71667,NY
COOP:300540,473.0,1948-05-01,1951-01-01,42.11667,"BEERSTON, NY US",0.9984,METERS,-75.11667,NY
COOP:300608,201.2,1941-06-01,2015-11-01,43.5318,"BENNETTS BRIDGE, NY US",0.9788,METERS,-75.9526,NY
COOP:300613,379.5,1990-04-01,2009-02-01,42.85611,"BENNINGTON, NY US",0.9648,METERS,-78.39583,NY
COOP:300621,6.1,1950-02-01,1951-03-01,40.6,"NEW YORK BENSONHURST, NY US",1.0,METERS,-73.96667,NY
COOP:300633,323.1,1954-05-01,1954-07-01,42.3,"BERKSHIRE, NY US",0.0369,METERS,-76.18333,NY
COOP:300641,347.5,1955-11-01,2000-09-01,42.61667,"BERLIN 5 S, NY US",0.9629,METERS,-73.36667,NY
COOP:300646,267.9,1956-01-01,1958-06-01,42.68333,"BERLIN 1 S, NY US",0.0579,METERS,-73.36667,NY
COOP:300649,335.9,1956-04-01,1956-06-01,42.66667,"BERLIN 2 SE, NY US",1.0,METERS,-73.33333,NY
COOP:300652,338.9,1956-01-01,1959-09-01,42.71667,"BERLIN 3 ENE, NY US",0.8671,METERS,-73.31667,NY
COOP:300654,323.1,1966-06-01,1983-07-01,42.6,"BERNE 2 S, NY US",1.0,METERS,-74.15,NY
COOP:300655,378.0,1963-08-01,1966-05-01,42.65,"BERNE 2 NW, NY US",0.9411,METERS,-74.16667,NY
COOP:300658,563.9,1983-12-01,1998-07-01,42.58333,"BERNE 5 SW, NY US",0.983,METERS,-74.18333,NY
COOP:300668,536.4,1931-03-01,2012-12-01,43.8,"BIG MOOSE 3 SE, NY US",0.9653,METERS,-74.8667,NY
COOP:300681,260.3,1948-08-01,1948-08-01,42.1,"BINGHAMTON SUSQUEHANNA RIVER, NY US",0.9819,METERS,-75.9,NY
COOP:300686,253.9,1948-05-01,1951-07-01,42.08333,"BINGHAMTON TRI CITIES AIRPORT, NY US",0.9477,METERS,-76.1,NY
COOP:300687,486.2,1951-01-01,2015-11-01,42.2068,"BINGHAMTON GREATER AP, NY US",0.9924,METERS,-75.98,NY
COOP:300691,277.1,1948-01-01,1968-08-01,42.1,"BINGHAMTON WEATHER BUREAU CITY, NY US",0.9999,METERS,-75.91667,NY
COOP:300706,161.8,1948-05-01,1975-04-01,44.0,"BLACK RIVER 1 SW, NY US",1.0,METERS,-75.81667,NY
COOP:300732,396.2,2008-11-01,2012-12-01,41.5312,"BLOOMINGBURG 2 SW, NY US",0.9999,METERS,-74.4803,NY
COOP:300746,670.9,1948-05-01,1951-12-01,43.86667,"BLUE MOUNTAIN LAKE 2, NY US",0.954,METERS,-74.43333,NY
COOP:300766,545.6,1942-11-01,2001-06-01,42.1225,"BOLIVAR, NY US",0.6545,METERS,-78.20639,NY
COOP:300774,253.0,1934-01-01,1943-04-01,44.133333,"BONAPARTE, NY US",0.9202,METERS,-75.383333,NY
COOP:300780,360.0,1933-01-01,1966-01-01,43.51667,"BOONVILLE 2 N, NY US",0.9975,METERS,-75.36667,NY
COOP:300785,472.4,1949-10-01,2015-11-01,43.4361,"BOONVILLE 4 SSW, NY US",0.9988,METERS,-75.3697,NY
COOP:300799,573.0,1948-05-01,1959-06-01,42.26667,"BOVINA, NY US",0.9703,METERS,-74.73333,NY
COOP:300808,171.0,1948-01-01,1961-03-01,41.45,"BOYDS CORNERS, NY US",0.9561,METERS,-73.73333,NY
COOP:300816,415.1,1941-01-01,1961-01-01,42.38333,"BRADFORD 1 NW, NY US",0.9335,METERS,-77.11667,NY
COOP:300817,415.1,1961-06-01,1982-05-01,42.38333,"BRADFORD 1 NW, NY US",0.9961,METERS,-77.11667,NY
COOP:300862,31.1,1948-05-01,1976-09-01,40.78333,"BRENTWOOD, NY US",0.9512,METERS,-73.25,NY
COOP:300870,114.9,1932-01-01,2015-11-01,43.2386,"BREWERTON LOCK 23, NY US",0.9782,METERS,-76.1964,NY
COOP:300878,189.0,1948-05-01,1948-10-25,41.43333,"BREWSTER, NY US",0.9925,METERS,-73.6,NY
COOP:300889,12.8,1931-01-01,2015-11-01,40.952,"BRIDGEHAMPTON, NY US",1.0,METERS,-72.298,NY
COOP:300910,286.5,2003-08-01,2009-09-01,42.7479,"BRISTOL HARBOUR, NY US",0.8916,METERS,-77.3426,NY
COOP:300921,366.1,1932-02-01,1967-04-01,42.7,"BRISTOL SPRINGS, NY US",0.9836,METERS,-77.38333,NY
COOP:300929,256.0,1948-05-01,2001-06-01,43.05083,"BROADALBIN, NY US",0.9984,METERS,-74.19806,NY
COOP:300937,151.8,1931-01-01,1993-06-01,43.216,"BROCKPORT, NY US",0.8707,METERS,-77.9529,NY
COOP:300961,11.9,2003-06-01,2015-11-01,40.8369,"BRONX, NY US",0.9466,METERS,-73.8494,NY
COOP:300981,335.9,1978-01-01,1980-12-01,44.21667,"BROWNS FALLS, NY US",0.9998,METERS,-75.06667,NY
COOP:300985,155.4,1940-07-01,1952-12-01,41.95,"SHOKAN BROWN STATION, NY US",0.9464,METERS,-74.2,NY
COOP:301011,190.5,2014-01-01,2015-11-01,42.9461,"BUFFALO 4 NE, NY US",0.8709,METERS,-78.8368,NY
COOP:301012,218.2,1948-05-01,2015-11-01,42.9408,"BUFFALO NIAGARA INTERNATIONAL, NY US",1.0,METERS,-78.7358,NY
COOP:301032,313.9,1932-02-01,1967-05-01,42.41667,"BURDETT 1 NE, NY US",0.9671,METERS,-76.83333,NY
COOP:301052,154.8,1962-05-01,1966-05-01,42.8,"BURTONSVILLE, NY US",0.9996,METERS,-74.26667,NY
COOP:301065,463.9,1948-05-01,1959-06-01,42.16667,"BUSHNELLSVILLE 1 NE, NY US",0.9031,METERS,-74.4,NY
COOP:301068,152.1,2011-01-01,2015-11-01,42.9361,"BUSKIRK, NY US",1.0,METERS,-73.43257,NY
COOP:301079,561.1,1948-05-01,1959-06-01,41.91667,"BUTTERNUT BROOK, NY US",0.9106,METERS,-74.66667,NY
COOP:301093,92.0,1931-01-01,1963-07-01,42.31667,"CAIRO, NY US",0.9873,METERS,-74.01667,NY
COOP:301095,149.4,1979-07-01,2011-12-01,42.31667,"CAIRO 4 NW, NY US",0.9794,METERS,-74.03306,NY
COOP:301101,244.1,1949-04-01,1966-12-01,41.76667,"CALLICOON, NY US",0.9999,METERS,-75.05,NY
COOP:301102,372.2,2010-01-01,2015-11-01,41.8275,"CALLICOON CENTER, NY US",1.0,METERS,-74.9506,NY
COOP:301103,396.2,1980-01-01,2010-12-01,41.7794,"CALLICOON 2, NY US",0.0065,METERS,-75.0444,NY
COOP:301110,176.8,1946-08-01,2015-11-01,43.3305,"CAMDEN, NY US",0.8101,METERS,-75.8416,NY
COOP:301136,360.0,1973-09-01,1981-12-01,42.41667,"CANAAN 2 E, NY US",0.9999,METERS,-73.4,NY
COOP:301138,512.1,1961-01-01,1976-12-01,43.25,"CANADA LAKE, NY US",0.7604,METERS,-74.51667,NY
COOP:301144,92.0,1931-01-01,1976-12-01,42.91667,"CANAJOHARIE, NY US",0.9927,METERS,-74.58333,NY
COOP:301152,219.5,1943-01-01,2015-11-01,42.84505,"CANANDAIGUA 3 S, NY US",0.9897,METERS,-77.28071,NY
COOP:301156,384.0,1954-02-01,1974-07-01,42.46667,"CANASERAGA, NY US",0.9796,METERS,-77.78333,NY
COOP:301160,125.0,1932-01-01,1983-07-01,43.08333,"CANASTOTA, NY US",0.9823,METERS,-75.76667,NY
COOP:301168,280.4,1948-05-01,2015-11-01,42.1944,"CANDOR 2 SE, NY US",0.9556,METERS,-76.3127,NY
COOP:301170,451.1,1931-01-01,1940-06-01,42.383333,"CANEADEA DAM, NY US",1.0,METERS,-78.183333,NY
COOP:301173,352.0,1949-06-01,2008-08-01,42.26083,"CANISTEO 1 SW, NY US",0.9057,METERS,-77.61611,NY
COOP:301185,136.6,1948-05-01,2015-11-01,44.5772,"CANTON 4 SE, NY US",0.9975,METERS,-75.1097,NY
COOP:301207,161.5,1931-01-01,1996-03-01,41.43333,"CARMEL, NY US",0.8381,METERS,-73.68333,NY
COOP:301211,207.3,2003-12-01,2015-11-01,41.4725,"CARMEL 4 N, NY US",0.8611,METERS,-73.655,NY
COOP:301260,75.9,1963-08-01,1977-10-01,42.23333,"CATSKILL 1 N, NY US",0.9939,METERS,-73.86667,NY
COOP:301265,115.8,1927-01-01,2015-11-01,42.948,"CAYUGA LOCK NUMBER 1, NY US",0.9925,METERS,-76.7342,NY
COOP:301272,381.0,1948-06-01,1951-11-01,42.91667,"CAZENOVIA, NY US",0.8336,METERS,-75.86667,NY
COOP:301291,384.0,1953-07-01,1954-12-01,42.93333,"CEDARVILLE 1 N, NY US",0.9425,METERS,-75.11667,NY
COOP:301292,445.0,1955-05-01,1955-08-01,42.9,"CEDARVILLE 3 SE, NY US",0.9898,METERS,-75.08333,NY
COOP:301302,292.6,1958-05-01,1961-01-27,42.666667,"CENTER BERLIN, NY US",0.0772,METERS,-73.366667,NY
COOP:301309,9.1,2003-04-01,2015-11-01,40.8838,"CENTERPORT, NY US",0.967,METERS,-73.3722,NY
COOP:301387,323.1,1931-01-01,1995-07-01,44.75,"CHASM FALLS, NY US",0.96,METERS,-74.21667,NY
COOP:301391,128.0,1959-06-01,1970-06-01,42.36667,"CHATHAM, NY US",0.9775,METERS,-73.6,NY
COOP:301401,47.9,1931-01-01,2011-12-01,44.8786,"CHAZY, NY US",0.9404,METERS,-73.3953,NY
COOP:301413,250.5,1939-01-01,2015-11-01,42.0025,"CHEMUNG, NY US",0.9968,METERS,-76.6384,NY
COOP:301413,250.5,1939-01-01,2015-11-01,42.0025,"CHEMUNG, NY US",0.9968,METERS,-76.6384,PA
COOP:301424,402.3,1957-09-01,2007-12-01,42.9096,"CHEPACHET, NY US",1.0,METERS,-75.1109,NY
COOP:301433,427.0,1943-08-01,1949-11-01,42.61667,"CHERRY PLAIN, NY US",0.855,METERS,-73.41667,NY
COOP:301434,335.9,1956-01-01,1961-01-01,42.63333,"CHERRYPLAIN 2, NY US",0.9993,METERS,-73.35,NY
COOP:301436,414.5,1949-08-01,2010-07-01,42.8238,"CHERRY VALLEY 2 NNE, NY US",0.9563,METERS,-74.7386,NY
COOP:301466,445.0,1948-05-01,1969-11-01,42.16667,"CHINA, NY US",0.7804,METERS,-75.4,NY
COOP:301471,351.1,1956-11-01,1970-06-01,42.1,"CHINA 2, NY US",0.9576,METERS,-75.38333,NY
COOP:301483,131.1,1962-10-01,1984-12-01,42.16667,"CHURCHTOWN RESERVOIR, NY US",0.037,METERS,-73.71667,NY
COOP:301484,168.2,1954-02-01,1976-09-01,43.1006,"CHURCHVILLE, NY US",0.8898,METERS,-77.8825,NY
COOP:301492,320.0,1937-08-01,2010-12-01,42.5433,"CINCINNATUS, NY US",0.874,METERS,-75.8947,NY
COOP:301521,503.8,1948-05-01,2015-10-01,41.91355,"CLARYVILLE, NY US",0.7531,METERS,-74.57232,NY
COOP:301523,634.0,1967-09-01,1981-06-21,41.91667,"CLARYVILLE 2 SW, NY US",0.9774,METERS,-74.6,NY
COOP:301541,116.1,1932-01-01,1951-09-01,43.23333,"CLEVELAND, NY US",0.9157,METERS,-75.88333,NY
COOP:301559,85.3,1978-01-01,2013-05-01,41.8167,"CLINTON CORNERS, NY US",0.0278,METERS,-73.7667,NY
COOP:301580,119.5,1918-05-01,2015-11-01,43.05901,"CLYDE LOCK 26, NY US",0.9872,METERS,-76.83844,NY
COOP:301589,292.9,1946-01-01,1956-04-01,42.66667,"COBLESKILL, NY US",0.9439,METERS,-74.5,NY
COOP:301593,274.3,1955-11-01,1986-07-01,42.68333,"COBLESKILL, NY US",0.9946,METERS,-74.48333,NY
COOP:301595,356.3,1987-09-01,2015-11-01,42.66717,"COBLESKILL 2 ESE, NY US",0.9882,METERS,-74.44239,NY
COOP:301603,445.0,1948-05-01,1970-11-01,42.46667,"COHOCTON SOIL CONSERVATION SERVICE, NY US",0.9963,METERS,-77.5,NY
COOP:301615,198.1,1948-05-01,1959-06-01,42.01667,"COLD BROOK, NY US",0.9778,METERS,-74.26667,NY
COOP:301623,312.4,1957-08-01,2002-08-01,42.66306,"COLDEN 1 N, NY US",0.9963,METERS,-78.68306,NY
COOP:301625,467.9,2005-03-01,2015-11-01,42.6472,"COLDEN 1 W, NY US",0.9766,METERS,-78.7111,NY
COOP:301664,176.8,1934-01-01,2015-11-01,44.5842,"COLTON 2 N, NY US",0.9339,METERS,-74.9573,NY
COOP:301700,256.3,1953-07-01,1956-10-01,42.03333,"CONKLIN, NY US",0.9988,METERS,-75.8,NY
COOP:301702,260.9,2009-05-01,2009-12-01,42.06389,"CONKLIN 2, NY US",0.9939,METERS,-75.81028,NY
COOP:301708,246.3,1931-01-01,2015-11-01,43.3203,"CONKLINGVILLE DAM, NY US",0.9667,METERS,-73.9256,NY
COOP:301713,223.1,1948-05-01,1961-07-01,43.31667,"CONKLINGVILLE DAM 2, NY US",0.9433,METERS,-73.91667,NY
COOP:301718,246.3,1948-05-01,1953-07-01,43.31667,"CONKLINGVILLE DAM NUMBER 3, NY US",0.9512,METERS,-73.91667,NY
COOP:301723,128.0,1965-11-01,1982-02-01,44.91667,"CONSTABLE 1 S, NY US",0.9646,METERS,-74.3,NY
COOP:301728,116.1,1952-01-01,1964-12-01,43.25,"CONSTANTIA, NY US",0.9421,METERS,-76.0,NY
COOP:301732,177.1,2003-01-01,2007-12-01,43.3426,"CONSTANTIA 6 N, NY US",0.9835,METERS,-76.0006,NY
COOP:301752,383.1,1931-01-01,2015-11-01,42.7166,"COOPERSTOWN, NY US",0.9981,METERS,-74.9266,NY
COOP:301761,167.6,1987-12-01,2015-11-01,42.1131,"COPAKE, NY US",0.952,METERS,-73.5522,NY
COOP:301787,349.6,1931-01-01,2015-11-01,42.1341,"CORNING, NY US",0.7822,METERS,-77.0691,NY
COOP:301792,499.9,1977-01-01,1986-06-01,42.06667,"CORNING 5 SSW, NY US",1.0,METERS,-77.05,NY
COOP:301794,317.0,1986-08-01,1988-08-01,42.13333,"CORNING 5 W, NY US",0.9986,METERS,-77.15,NY
COOP:301799,344.1,1892-03-01,2000-12-01,42.6,"CORTLAND, NY US",0.9831,METERS,-76.18333,NY
COOP:301850,427.0,1948-05-01,1959-06-01,41.96667,"CRAIGIE CLAIR, NY US",0.9703,METERS,-74.86667,NY
COOP:301896,73.2,1948-05-01,1961-03-01,41.26667,"CROSS RIVER, NY US",0.9161,METERS,-73.68333,NY
COOP:301904,67.1,1948-05-01,1961-03-01,41.35,"CROTON FALLS 1 NE, NY US",0.9032,METERS,-73.66667,NY
COOP:301912,75.9,1948-05-01,1961-03-01,41.23333,"CROTON LAKE, NY US",0.9677,METERS,-73.8,NY
COOP:301949,11.9,1931-01-01,1976-07-30,41.01667,"CUTCHOGUE, NY US",0.8681,METERS,-72.5,NY
COOP:301966,408.4,1931-01-01,2015-11-01,44.7192,"DANNEMORA, NY US",0.9932,METERS,-73.7205,NY
COOP:301974,201.2,1931-01-01,2015-11-01,42.56477,"DANSVILLE, NY US",0.9578,METERS,-77.71762,NY
COOP:301979,208.8,1945-12-01,2010-03-01,42.57083,"DANSVILLE MUNICIPAL AIRPORT, NY US",0.8864,METERS,-77.71333,NY
COOP:301987,411.5,1948-05-01,1994-02-01,42.46667,"DAVENPORT 2 E, NY US",0.7073,METERS,-74.8,NY
COOP:302031,299.9,2005-04-01,2015-11-01,42.7672,"DELANSON 2 NE, NY US",0.9766,METERS,-74.1711,NY
COOP:302036,445.0,1931-01-01,2010-12-01,42.2533,"DELHI 2 SE, NY US",0.8844,METERS,-74.905,NY
COOP:302045,171.0,1931-01-01,1976-08-01,43.26667,"DELTA, NY US",0.9799,METERS,-75.43333,NY
COOP:302047,167.6,2000-04-01,2014-12-01,43.2735,"DELTA DAM, NY US",0.8361,METERS,-75.4271,NY
COOP:302060,304.8,1962-07-01,2011-12-01,42.0627,"DEPOSIT, NY US",0.9966,METERS,-75.4263,NY
COOP:302071,200.9,1945-05-01,1961-07-01,42.7,"DERBY 2 NW, NY US",0.9999,METERS,-79.0,NY
COOP:302079,396.8,1932-01-01,1984-03-01,42.81667,"DE RUYTER 4 N, NY US",0.9681,METERS,-75.88333,NY
COOP:302091,36.6,1987-08-01,1991-05-01,40.8,"DIX HILLS, NY US",1.0,METERS,-73.3,NY
COOP:302129,61.0,1945-10-01,2014-01-01,41.0072,"DOBBS FERRY ARDSLEY, NY US",0.9902,METERS,-73.8344,NY
COOP:302137,208.8,1931-01-01,1994-07-01,43.08333,"DOLGEVILLE, NY US",0.9895,METERS,-74.76667,NY
COOP:302151,1.5,2011-01-01,2015-11-01,40.7211,"MOLLOY CERCOM, NY ",0.8818,METERS,-73.0908,NY
COOP:302164,338.9,1948-05-01,1967-10-01,42.08333,"DOWNSVILLE, NY US",0.9615,METERS,-75.0,NY
COOP:302169,365.8,1959-05-01,2015-11-01,42.0772,"DOWNSVILLE DAM, NY US",0.6082,METERS,-74.9827,NY
COOP:302197,192.3,2015-06-01,2015-11-01,42.4718,"DUNKIRK, NY US",0.998,METERS,-79.33371,NY
COOP:302198,180.1,1948-05-01,1977-05-01,42.48333,"DUNKIRK POWER PLANT, NY US",0.9406,METERS,-79.35,NY
COOP:302234,548.9,1953-07-01,1980-12-01,43.75,"EAGLE BAY 3 SE, NY US",0.9968,METERS,-74.76667,NY
COOP:302236,115.8,1955-10-01,1985-01-01,42.9333,"EAGLE BRIDGE 2 SE, NY US",0.9799,METERS,-73.3667,NY
COOP:302239,396.8,1931-01-01,1963-06-01,43.91667,"EAGLE FALLS, NY US",0.9976,METERS,-75.2,NY
COOP:302277,265.2,1956-07-01,1985-04-01,42.9,"EAST BLOOMFIELD, NY US",0.9706,METERS,-77.43333,NY
COOP:302282,139.9,1948-05-01,1961-03-01,41.4,"EAST BRANCH, NY US",0.9161,METERS,-73.58333,NY
COOP:302286,281.6,2001-05-01,2009-03-01,42.43944,"EAST CHATHAM, NY US",0.9683,METERS,-73.50278,NY
COOP:302291,36.9,1948-05-01,1958-11-01,40.93333,"EASTCHESTER, NY US",0.992,METERS,-73.8,NY
COOP:302302,509.0,1948-05-01,1955-06-01,42.3,"DELHI 1 NW, NY US",0.8723,METERS,-74.93333,NY
COOP:302351,451.1,1948-05-01,1967-09-01,42.7,"EAST HOMER, NY US",0.7805,METERS,-76.11667,NY
COOP:302356,476.1,1949-03-01,1969-08-01,42.71667,"EAST HOMER 2, NY US",0.9673,METERS,-76.11667,NY
COOP:302362,566.9,1948-05-01,1959-06-01,42.25,"EAST JEWETT, NY US",0.9852,METERS,-74.18333,NY
COOP:302366,606.9,1985-08-01,2015-11-01,42.23432,"EAST JEWETT, NY US",0.9863,METERS,-74.14436,NY
COOP:302454,352.0,1950-03-01,2015-11-01,42.33278,"EAST SIDNEY, NY US",0.1041,METERS,-75.22982,NY
COOP:302506,256.0,1964-08-01,1975-08-01,42.65,"EDEN, NY US",0.6993,METERS,-78.9,NY
COOP:302517,506.0,1948-05-01,1963-06-01,42.13333,"EDGEWOOD, NY US",0.9342,METERS,-74.23333,NY
COOP:302526,359.7,1948-05-01,1990-05-01,42.68333,"EDMESTON, NY US",0.9512,METERS,-75.25,NY
COOP:302530,471.8,1975-08-01,2008-08-01,42.76694,"EDMESTON 5 N, NY US",0.0223,METERS,-75.23444,NY
COOP:302554,186.2,1942-09-01,2015-11-01,44.2138,"ELIZABETHTOWN, NY US",0.9147,METERS,-73.5986,NY
COOP:302562,686.1,1948-05-01,1959-06-01,42.16667,"ELKA PARK, NY US",0.9778,METERS,-74.16667,NY
COOP:302574,289.6,1945-09-01,2015-11-01,44.913,"ELLENBURG DEPOT, NY US",0.9585,METERS,-73.8223,NY
COOP:302582,106.7,1948-05-01,2010-10-01,41.7167,"ELLENVILLE, NY US",0.9227,METERS,-74.4,NY
COOP:302599,236.2,1942-05-01,1982-04-01,42.85,"ELMA, NY US",0.5979,METERS,-78.63333,NY
COOP:302610,288.6,1931-01-01,2015-11-01,42.0997,"ELMIRA, NY US",0.9961,METERS,-76.8358,NY
COOP:302615,291.1,1938-07-01,1960-05-01,42.15944,"ELMIRA CORNING REGIONAL AIRPORT, NY US",0.7338,METERS,-76.89194,NY
COOP:302627,252.1,1985-08-01,2004-11-01,42.08583,"ENDICOTT, NY US",0.987,METERS,-76.08778,NY
COOP:302666,238.0,1948-05-01,1960-12-01,43.01667,"EPHRATAH, NY US",0.9931,METERS,-74.53333,NY
COOP:302683,167.9,1955-11-01,1962-04-01,42.76667,"ESPERANCE, NY US",0.8594,METERS,-74.25,NY
COOP:302686,335.3,1992-02-01,1995-07-01,42.45,"ESPERANCE 2 N, NY US",0.9772,METERS,-74.28333,NY
COOP:302720,445.0,1979-08-01,1981-12-01,43.15,"FAIRFIELD, NY US",0.9641,METERS,-74.9,NY
COOP:302760,24.1,1931-01-01,1956-11-01,40.75,"FARMINGDALE 2 NE, NY US",0.7492,METERS,-73.43333,NY
COOP:302829,310.9,1953-04-01,2006-11-01,41.96667,"FISHS EDDY, NY US",0.8603,METERS,-75.18333,NY
COOP:302888,136.9,1945-11-01,1949-05-01,42.96667,"FONDA, NY US",0.6283,METERS,-74.41667,NY
COOP:302917,345.0,1934-03-01,1978-12-01,43.43333,"FORESTPORT, NY US",0.9386,METERS,-75.21667,NY
COOP:302934,192.0,1975-05-01,1985-10-01,44.03333,"FORT DRUM, NY US",0.9519,METERS,-75.76667,NY
COOP:302953,93.0,1949-10-01,2015-11-01,42.9383,"FORT PLAIN, NY US",0.0643,METERS,-74.6228,NY
COOP:302956,217.0,1948-01-01,1948-08-22,42.96667,"FORT PLAIN WEATHER BUREAU AIRPORT, NY US",0.998,METERS,-74.66667,NY
COOP:303010,125.0,1931-01-01,1997-10-01,43.06667,"FRANKFORT LOCK 19, NY US",0.9526,METERS,-75.11667,NY
COOP:303020,408.4,1936-08-01,1943-06-01,42.333333,"FRANKLIN, NY US",1.0,METERS,-75.166667,NY
COOP:303025,484.6,1931-09-01,2015-11-01,42.3295,"FRANKLINVILLE, NY US",0.9268,METERS,-78.4637,NY
